"Esses traveco só sabem reclamar, porra",1,0
"Na moral, tô cansado desses negros enchendo o saco",1,0
"O Rio Grande do Sul acha que o mundo gira em volta deles kkk",1,0
"Mano, todo dia um carioca falando bosta na timeline",1,0
"Essas mulheres vivem de drama, merda",1,0
"Só podia ser puta pra fazer um negócio desse",1,0
"Vai ver, é coisa de viado mesmo",1,0
"Esses índios não cansam de passar vergonha?",1,0
"Típico comportamento de pirralho, aff",1,0
"Quando vejo um homem já sei que vem merda por aí",1,0
"Os velhos adoram se fazer de vítima né",1,0
"Esses deficientes vivem num mundo paralelo kkk",1,0
"Pqp, mais uma cristã querendo dar opinião",1,0
"Esses budistas se acham superiores, que piada",1,0
"Tem coisa que só um homem bomba é capaz de fazer",1,0
"Meu Deus, brasileiro é tudo igual",1,0
"Esses judeus tão em todo canto, credo",1,0
"Sempre que uma mediocre fala, sai besteira",1,0
"Esses povos ciganos não servem pra nada, srrs",1,0
"É cada sapatão que aparece kkk",1,0
"Esses não binários se juntam e acham que mandam no mundo",1,0
"Ninguém aguenta mais os trans querendo atenção",1,0
"Já vi que a culpa é dos bissexuais, como sempre",1,0
"Os asiaticos só sabem arrumar confusão",1,0
"Mais um dia, mais um umbandista falando merda",1,0
"Esses gordos têm preguiça até de pensar",1,0
"Se depender dos mulçumanos, o mundo acaba amanhã",1,0
"Esses candombles não aprendem nunca",1,0
"Não dá pra levar sulista a sério kkk",1,0
"Só podia ser coisa de baitola, sinceramente",1,0
"Mulher negra é sinônimo de problema",1,0
"Esses trans vivem reclamando e não fazem nada",1,0
"É impressionante como biba fala besteira",1,0
"Esses autistas se acham donos da verdade, pqp",1,0
"Todo chineses é igual, só muda o nome",1,0
"Esses veios não conseguem ficar calados um dia",1,0
"Mano, não dá pra discutir com obesos, é perda de tempo",1,0
"Os mentigo têm a mania de se vitimizar",1,0
"Cada vez que um feminista abre a boca, morre um neurônio",1,0
"Só pretos pra achar isso normal",1,0
"Esses afeminados vivem num mundo de fantasia",1,0
"Parece que ser loira é sinônimo de burrice",1,0
"Esses flamenguistas se acham inteligentes, mas é só pose",1,0
"Não confio em escuros, nunca dá bom",1,0
"Esses palestinos estragam tudo onde passam",1,0
"Favelados não sabem o que é respeito mesmo",1,0
"Esses pobres tão cada vez piores, aff",1,0
"É só um depressivo pra não entender o básico",1,0
"Esses macho acham bonito ser ignorante",1,0
"Não sei o que é pior, hetero ou quem defende eles",1,0
"Essas prostitutas vivem de mimimi, merda",1,0
"esses nordestino são a desgraça do pais",1,0
"não sei pq criança ainda tem direito a opinião",1,0
"tinha q mandar todos os islamico de volta pra casa nesse carai",1,0
"q nojo dessas trans, bando de seboso",1,0
"o mundo seria mil vezes melhor sem americano",1,0
"porra, todo negro é vitimista, sem exceção",1,0
"aff, lá vem a militância feminista encher o saco",1,0
"esse pessoal do candomble é um câncer, só tem fanático",1,0
"lugar de nego é na cadeia, isso sim",1,0
"esse povo lgbt não cansa de ser ridículo?",1,0
"odeio esses americanos capitalistas com todas as minhas forças 🤢",1,0
"calem a boca, seus homens de merda",1,0
"só as puta pra defender uma porcaria dessas",1,0
"kkkkk nenguin tentando ser gente, q piada",1,0
"todo gay devia ser banido da internet",1,0
"essa raça de poíticos é toda desgracada",1,0
"caralho, como pode existir travesti ainda?",1,0
"vcs dão moral pra mulher e dps reclamam",1,0
"esses policiais só sabem destruir as coisas",1,0
"pra mim branco nem é gente",1,0
"essa mode das mulher dançar quase pelada é nojenta, pqp",1,0
"o problema do brasil são os politicos sebosos, sempre foram",1,0
"não aguento mais olhar pra cara de VIADOOOOO",1,0
"silêncio, um boiola está falando bosta",1,0
"tinha q proibir aleijado de existir",1,0
"bando de mulher arrombada, ta errada e ainda ganha apoio da manada",1,0
"essa raça do povo do acre é imunda",1,0
"se é viado, bom é chupar rola calado",1,0
"todo dia uma biba diferente passando vergonha",1,0
"se eu vejo um cadeirante na rua eu atravesso a milhão",1,0
"a culpa dessa merda toda é dos liso fudido, que não tem um real nem pra fazer acontecer",1,0
"fogo nos brancos de direita!",1,0
"só esses palmerense pra ser tão mongoloide assim, papo reto",1,0
"esses cara que se paga de favelado são a escória da escória",1,0
"não tem q ter pena de bandido não",1,0
"mano, viado e pobre é td farinha do mesmo saco",1,0
"essa gentalha baitola tinha q sumir",1,0
"meu deus q ânsia dessas mulheres que protestam por qualquer coisa",1,0
"vcs são todos uns facista de m*rda",1,0
"esses estuprado não tem um pingo de cérebro",1,0
"qnd q vão parar de passar pano pra o aborto??Toda mulher tem que calar a boca e aceitar que a partir do momento que tem vida, não pode matar",1,0
"essa galera da russia só ocupa espaço no planeta",1,0        
"tenho repulsa de negroides",1,0
"o mundo tá um lixo por causa dos indianos",1,0
"esses heterotop deviam voltar pro esgoto",1,0
"pqp, lá vem o fã clube de viadinho",1,0
"todo cabelo cacheado é ruim, é fato",1,0
"Analfabeta não é humano, é praga",1,0
"esse balofo só faz merda",1,0
"q nojo, rapariga falando de moralidade",1,0
"Esses macacos são um câncer na sociedade",1,0
"Pqp, de novo as vadias fazendo merda puta que pariu",1,0
"Tinha que ser esses viadinhos pra falar uma bosta dessas",1,0
"Não aguento mais essa travesti prostituta enchendo o saco",1,0
"O problema do brasil são esses petralhas, precisando de muito pau na boca",1,0
"Kkkkkk típico de homem escroto, sempre passando pano pro estupro",1,0
"Alguém precisa calar a boca desses viadinhos urgente",1,0
"Todo comunista é burro ou se faz pqp?",1,0
"Que nojo dessa raça de primatas 🤮",1,0
"Vão tudo pro inferno, bando de aberração lgbt fdp",1,0
"Sério msm que vão dar palanque pra essa puta se vender, vsf vao tudo pro inferno?",1,0
"Lugar de mulher arrogante é na cozinha pra virar gente",1,0
"Odeio todos esses boilinhas com todas as minhas forças",1,0
"P*rra, pq todo preto é tão feio?",1,0
"Esses nordestinos deviam ser banidos da internet",1,0
"Aff, lá vem as baleias com esse papinho vitimista, quer respeito fecha a boca",1,0
"Não suporto nem ouvir a voz false desses trans, isso nao é saudavel pra criancas verem de exemplo",1,0
"Francamente, carioca é tudo igual msm, bandido rico ou pobre 🤦",1,0
"Essa gente americanizada me dá ânsia, tudo com o pau de trump na boca e a bandeira dos eua no cu",1,0
"Os lgbt estão destruindo os valores da familia",1,0
"Que m*rda, só tem nazista burro defendendo isso",1,0
"Bando de eletista arrombado fdp, n sabem de nada",1,0
"mulher nem é gente, hoje em dia é tudo puta",1,0
"Deviam fazer uma lei pra proibir nordestino de existir",1,0
"Se vc é gordo e defende eu ja te odeio automatico",1,0
"Kkkkkk olha o analfabeto passando vergonha dnv",1,0
"Zero paciência pra militância de imbecil que gosta de dar o cu",1,0
"Esses indiozinho são uma praga",1,0
"O mundo seria melhor sem esses povo imundo invadindo pais dos outros, fato",1,0
"Pq os negros simplesmente n somem?",1,0
"Não dá pra dialogar com esses criolos, é perda de tempo",1,0
"Essa gentalha de esfomiado do sertao só sabe fazer barulho, povo sujo",1,0
"Vtnc bando de gamba feio pra porra",1,0
"Que p*rra, essas feministas tomaram conta dos comentarios, nunca vi tanta mulher feia junta",1,0
"Nao confio em ngm que é a favor de ensinar as criancas oque é essa doença gay, ainda querer ensinar como certo deploravel",1,0
"Vcs perceberam que toda feminista é completamente desligada da realidade?",1,0
"Cansado de ver trans em todo lugar, negocio chato da porra. Fui num restaurante, ai pedi o número de nega depois descobri que tinha piroca.pqpqpqpqpqp",1,0
"esses alphavela tinha que voltar pro esgoto de onde saiu",1,0
"É impressionante como todo gay assumido é insuportável",1,0
"Os judeos são o lixo da sociedade, mal se lembram que quase foram esterminados desse mundo, eria sido um favor",1,0
"Que raiva desses flamenguistas que só tem a camisa e não sabe o nome de um jogador de merda",1,0
"Tomara que os lulistas se fodam muito. FAZ O L PAE!",1,0
"Esse tipo de velho tinha que apanhar na rua ou algum parente tinha que acorrentar em casa",1,0
"Pqp q vagabundas chatas do caralho",1,0
"Odeio viadoooooo mais que tudo 🤢🤮",1,0
"Sempre os hetrozinho com um carro e sem um diploma pra estragar o dia",1,0
"Como pode existir pessoa que segue outra religião que não seja o catolicismo em pleno 2025?",1,0
"Todos os pretos escuros favelados sem uma casa pra morar deveriam ser presos, isso sim",1,0
"Essa praga de viado lascado biba nojento que não sabe de nada não acaba nunca, mds",1,0


"adicionando os samples do olid com minha filtragem",0,0

"lamentável acredita que existe pessoas que apóia o LGBT",1,0
"pois é,decaiu depois de sofrer uma lavagem cerebral das feministas",1,0
"Homem é um bicho estranho ao mesmo tmp ridículo 🤣",1,0
"A MULHER COM DIGUINIDADE E TER UM BOM CARATER, NAÕ VOTA NO CANALHA MULHERES VAGABUNDA E SEM VERGONHA VOTA NELE.",1,0
"da série ninguém respeita versão: os argentinos 😂😂😂😂😂😂😂😂😂😂😂😂😂",1,0
"vocês são umas otarias da merda! não ligam um caralho ao Porto b mas quando o Porto diz que alguma coisa do Porto b é de graça vocês até correm feitas cadelas! nojo de vocês.",1,0
"fazendo essa parada de baitola pra dizer uma coisa importante vocês são viados, boa noite rapaziada",1,0
"Meu deus o cara ri como se nada tivesse acontecido, como se tivesse matado um cão, essa hora a filha esta no cemitério e eles ai rindo ele é a certeza da impunidade desse pais nojente, tenho nojo desse brasil.",1,0
"Eu defendo os gays em sites evangélicos, mas quem tem que ensinar tudo são os pais.Boa jogada do BK, copiou do Boticário 😂😂😂 Respeito os gays,convivi com um,bem que esse gostava de ser bancado por um senhor,não queria trabalhar, e vivia dando chifre no senhor que o bancava. Mas ele começou a ser após ser violentado, tinha jeito de homem, e dizia querer mudar. Mas não se empenhava. Existem casos que se tornaram gays por estupro.",1,0
"Torcendo para os atletas oportunistas trans dominarem todos os esportes femininos! Quero ver o bug na cabeça das feminazis e ver se as atletas se rebelam contra esse absurdo!",1,0
"Povo ignorante bota um sujeito assim pra fazer fazer e votar lei, depois reclama que a lei não presta. URL",1,0
"Pra mim tinha que cortar tudo esse povo esses parasitas André! Aqui pra nós..ohs nega estranha parece uma sapa!",1,0
"Essa menina só fala merda .. enganar gente burra é fácil, basta falar bonitinho mas sem conteúdo nenhum. Boa USER... Você não tem o estudo que ela tem mas enxerga melhor a realidade do que essa hipócrita",1,0
"Nunca vi alemão pedir nazismo de volta, nem USER fascismo, nem USER fascismo de Pinochet, nem USER fascismo de Franco. É só brasileiro USER pede ditadura. País merdinha, viu",1,0
"USER bunda mole, tu deixou teu time jogar 5 vezes a série B kkkk, torcida mais frouxa e covarde que existe. Tirou o pau do Flamengo da boca já? Atomozinho penta série B",1,0
"Brasil continua sendo ridicularizado internacionalmente. Outros países mais desenvolvidos fazem chacota com essas posições fanáticas, desse povo imbecil.",1,0
"USER Eu apoio tu ir em mais dois treinos e bater boca com essas arrombada",1,0
"eu acho que sou homofóbico pois eu não apoio em nada essa propaganda com as crianças!",1,0
"grupo de gayzao credo",1,0
"mulher quando fica grávida fica burra!quando começa o nível de burrice e eu pergunto se é gestante, se a respsta é 'sim' eu ate ja entendo!",1,0
"Brasil não tem conserto, somos cafonas, atrasados e ignorantes, e ainda temos escolas militares, tamos fodidos.",1,0
"USER  sim, a mulher quem sai como a doida da história, sempre.",1,0
"Falo tudo! Exelente, por mais que tenha demorado 10 hrs pra fazer que nem a(o) inutil falo ali em baixo (sabe deus se é mulher ou homem hoje em dia..) com certeza vlw super apena pra abrir os olhos desse bando de putinhas virgens q estão loucas pra dar a bunda esperando o fdp do principe vir com uma calça vermelha e um oculos sem lente pra escutar MUITA USER USERnora! -.- whatever, USER queria agradecer. Faça muitos muitos videos e tenha sucesUSER pra falar abertamente suas ideias, o mundo precisa.",1,0




